Date,ActualBooking,state_code,forecast_avg_bqfb,State,Division,Model_creation_date
11-11-2020,14,ID,9,Idaho,Category I,11-10-2023
18-05-2019,66,NY,56,New York,Category D,11-10-2023
29-05-2019,91,GA,93,Georgia,Category F,11-10-2023
07-03-2020,72,MD,76,Maryland,Category C,11-10-2023
04-04-2020,27,MO,30,Missouri,Category B,11-10-2023
29-10-2020,68,ME,73,Maine,Category B,11-10-2023
16-05-2020,98,MT,106,Montana,Category G,11-10-2023
12-01-2021,64,NE,73,Nebraska,Category H,11-10-2023
12-07-2020,34,DE,31,Delaware,Category J,11-10-2023
18-12-2021,21,NJ,19,New Jersey,Category G,11-10-2023
11-08-2019,86,TX,95,Texas,Category J,11-10-2023
06-03-2021,77,ME,74,Maine,Category C,11-10-2023
30-11-2021,24,OR,21,Oregon,Category B,11-10-2023
28-08-2021,57,AL,57,Alabama,Category F,11-10-2023
19-11-2020,44,NC,40,North Carolina,Category I,11-10-2023
19-04-2020,71,NJ,63,New Jersey,Category D,11-10-2023
25-03-2020,78,OR,80,Oregon,Category D,11-10-2023
29-01-2019,62,WI,67,Wisconsin,Category C,11-10-2023
03-10-2019,23,GA,27,Georgia,Category E,11-10-2023
20-02-2019,20,IN,20,Indiana,Category D,11-10-2023
12-02-2020,51,SC,51,South Carolina,Category F,11-10-2023
02-10-2020,96,MT,104,Montana,Category J,11-10-2023
04-03-2021,43,MA,37,Massachusetts,Category C,11-10-2023
23-09-2020,56,NC,50,North Carolina,Category I,11-10-2023
13-10-2021,52,NY,60,New York,Category B,11-10-2023
13-02-2019,32,AK,33,Alaska,Category F,11-10-2023
09-10-2020,65,HI,67,Hawaii,Category J,11-10-2023
16-11-2019,43,MS,46,Mississippi,Category G,11-10-2023
21-12-2021,50,ME,45,Maine,Category D,11-10-2023
26-11-2021,16,IL,17,Illinois,Category F,11-10-2023
27-02-2019,74,NM,79,New Mexico,Category F,11-10-2023
25-08-2021,81,CA,90,California,Category C,11-10-2023
23-03-2019,54,NC,64,North Carolina,Category J,11-10-2023
18-11-2020,81,MD,79,Maryland,Category F,11-10-2023
10-12-2021,30,CO,35,Colorado,Category B,11-10-2023
18-06-2021,53,WY,55,Wyoming,Category E,11-10-2023
15-02-2020,99,OH,108,Ohio,Category C,11-10-2023
21-09-2020,62,AL,58,Alabama,Category F,11-10-2023
09-04-2019,55,NM,47,New Mexico,Category G,11-10-2023
21-06-2019,77,VA,69,Virginia,Category I,11-10-2023
16-06-2021,61,NJ,63,New Jersey,Category F,11-10-2023
14-08-2020,10,ND,4,North Dakota,Category H,11-10-2023
03-10-2020,53,IN,53,Indiana,Category I,11-10-2023
05-10-2021,42,WI,33,Wisconsin,Category D,11-10-2023
14-06-2021,16,IL,16,Illinois,Category A,11-10-2023
31-10-2020,69,MA,64,Massachusetts,Category I,11-10-2023
06-11-2020,57,ND,64,North Dakota,Category F,11-10-2023
12-02-2020,59,CA,57,California,Category F,11-10-2023
08-10-2021,62,SC,69,South Carolina,Category D,11-10-2023
16-06-2021,25,SD,29,South Dakota,Category J,11-10-2023
28-07-2020,83,SD,93,South Dakota,Category G,11-10-2023
05-11-2021,95,IL,96,Illinois,Category F,11-10-2023
04-09-2019,46,IL,37,Illinois,Category J,11-10-2023
22-12-2020,46,VA,51,Virginia,Category H,11-10-2023
15-06-2021,90,MD,89,Maryland,Category I,11-10-2023
11-08-2020,44,UT,42,Utah,Category D,11-10-2023
15-07-2021,92,NM,87,New Mexico,Category C,11-10-2023
30-10-2020,29,WI,23,Wisconsin,Category H,11-10-2023
01-09-2019,59,DE,59,Delaware,Category I,11-10-2023
13-04-2021,54,WI,61,Wisconsin,Category E,11-10-2023
14-12-2019,86,RI,76,Rhode Island,Category G,11-10-2023
05-11-2021,26,KY,26,Kentucky,Category F,11-10-2023
15-12-2021,71,MS,78,Mississippi,Category G,11-10-2023
11-01-2021,50,VT,49,Vermont,Category I,11-10-2023
30-05-2019,24,UT,33,Utah,Category C,11-10-2023
06-03-2020,65,AL,63,Alabama,Category C,11-10-2023
23-12-2020,97,CA,103,California,Category G,11-10-2023
08-06-2019,88,ID,92,Idaho,Category D,11-10-2023
04-10-2020,22,UT,24,Utah,Category J,11-10-2023
27-10-2019,54,ND,56,North Dakota,Category E,11-10-2023
30-07-2019,57,GA,48,Georgia,Category H,11-10-2023
28-03-2019,100,MD,106,Maryland,Category B,11-10-2023
05-09-2020,58,NJ,52,New Jersey,Category C,11-10-2023
10-08-2019,24,NC,31,North Carolina,Category A,11-10-2023
16-11-2021,86,NV,84,Nevada,Category J,11-10-2023
21-10-2019,98,SD,95,South Dakota,Category E,11-10-2023
23-11-2019,76,AK,85,Alaska,Category D,11-10-2023
17-03-2020,64,CO,74,Colorado,Category E,11-10-2023
19-04-2020,80,NJ,87,New Jersey,Category B,11-10-2023
01-11-2019,33,ID,24,Idaho,Category D,11-10-2023
08-01-2020,20,OK,14,Oklahoma,Category B,11-10-2023
29-09-2021,74,NV,77,Nevada,Category E,11-10-2023
23-03-2020,44,WV,48,West Virginia,Category B,11-10-2023
22-01-2019,68,ID,73,Idaho,Category F,11-10-2023
15-02-2020,14,NH,13,New Hampshire,Category C,11-10-2023
10-01-2020,46,DE,38,Delaware,Category C,11-10-2023
26-07-2021,13,RI,15,Rhode Island,Category C,11-10-2023
31-03-2021,97,MA,91,Massachusetts,Category D,11-10-2023
18-05-2020,56,SC,61,South Carolina,Category A,11-10-2023
28-05-2021,40,MD,38,Maryland,Category I,11-10-2023
20-06-2021,32,NE,27,Nebraska,Category H,11-10-2023
18-02-2020,45,WY,48,Wyoming,Category G,11-10-2023
23-12-2021,84,FL,80,Florida,Category E,11-10-2023
23-04-2021,43,PA,43,Pennsylvania,Category I,11-10-2023
06-09-2019,45,HI,51,Hawaii,Category B,11-10-2023
23-06-2021,76,CO,77,Colorado,Category E,11-10-2023
24-10-2020,70,IL,75,Illinois,Category C,11-10-2023
10-06-2020,52,NV,44,Nevada,Category J,11-10-2023
03-07-2020,60,MI,54,Michigan,Category A,11-10-2023
13-11-2019,11,WY,18,Wyoming,Category B,11-10-2023
18-04-2021,52,SD,52,South Dakota,Category F,11-10-2023
13-09-2021,23,MT,21,Montana,Category B,11-10-2023
24-07-2020,55,WV,56,West Virginia,Category D,11-10-2023
28-04-2020,97,CT,107,Connecticut,Category J,11-10-2023
31-12-2020,20,ID,27,Idaho,Category D,11-10-2023
21-09-2020,68,WV,61,West Virginia,Category I,11-10-2023
21-03-2020,74,SD,79,South Dakota,Category D,11-10-2023
25-11-2020,65,OR,62,Oregon,Category D,11-10-2023
12-08-2020,22,MA,20,Massachusetts,Category J,11-10-2023
05-05-2019,36,NM,35,New Mexico,Category D,11-10-2023
22-11-2021,80,LA,73,Louisiana,Category I,11-10-2023
09-10-2020,81,GA,91,Georgia,Category E,11-10-2023
13-04-2020,83,SC,92,South Carolina,Category E,11-10-2023
16-01-2019,84,CT,86,Connecticut,Category J,11-10-2023
29-12-2020,17,AL,25,Alabama,Category I,11-10-2023
04-12-2020,97,ME,95,Maine,Category B,11-10-2023
30-05-2020,98,SC,96,South Carolina,Category A,11-10-2023
12-09-2019,12,KY,21,Kentucky,Category F,11-10-2023
05-02-2021,69,SD,71,South Dakota,Category E,11-10-2023
22-04-2021,11,WY,15,Wyoming,Category G,11-10-2023
11-12-2019,61,NH,56,New Hampshire,Category A,11-10-2023
16-02-2021,79,FL,74,Florida,Category C,11-10-2023
23-05-2020,40,CA,38,California,Category I,11-10-2023
06-11-2020,70,GA,72,Georgia,Category F,11-10-2023
11-10-2021,72,MA,62,Massachusetts,Category A,11-10-2023
08-01-2021,27,IA,19,Iowa,Category F,11-10-2023
23-09-2020,56,NE,50,Nebraska,Category D,11-10-2023
15-11-2020,41,AL,44,Alabama,Category B,11-10-2023
05-06-2020,52,NY,61,New York,Category D,11-10-2023
28-08-2019,63,LA,55,Louisiana,Category G,11-10-2023
03-09-2020,48,ID,57,Idaho,Category H,11-10-2023
01-10-2020,40,WA,50,Washington,Category E,11-10-2023
11-05-2021,79,NH,69,New Hampshire,Category D,11-10-2023
12-01-2020,86,IA,96,Iowa,Category J,11-10-2023
05-09-2021,64,OH,61,Ohio,Category D,11-10-2023
28-07-2019,3,MA,1,Massachusetts,Category J,11-10-2023
27-10-2020,18,WA,10,Washington,Category E,11-10-2023
24-07-2021,45,MA,35,Massachusetts,Category E,11-10-2023
22-09-2020,79,LA,72,Louisiana,Category H,11-10-2023
20-08-2019,52,NJ,59,New Jersey,Category H,11-10-2023
12-05-2021,78,CA,75,California,Category G,11-10-2023
07-01-2020,49,OK,39,Oklahoma,Category H,11-10-2023
14-12-2021,91,SD,97,South Dakota,Category B,11-10-2023
22-05-2021,67,OK,69,Oklahoma,Category A,11-10-2023
17-02-2019,82,MI,77,Michigan,Category D,11-10-2023
09-02-2020,91,HI,92,Hawaii,Category E,11-10-2023
14-02-2021,42,MS,39,Mississippi,Category F,11-10-2023
06-05-2020,52,NM,51,New Mexico,Category H,11-10-2023
07-04-2020,85,CA,93,California,Category H,11-10-2023
12-06-2021,65,MA,69,Massachusetts,Category B,11-10-2023
14-05-2021,90,NV,97,Nevada,Category J,11-10-2023
18-06-2021,32,IN,23,Indiana,Category D,11-10-2023
28-06-2021,81,AR,83,Arkansas,Category C,11-10-2023
16-08-2021,94,SC,87,South Carolina,Category J,11-10-2023
27-04-2020,34,OR,42,Oregon,Category F,11-10-2023
28-08-2020,15,AL,20,Alabama,Category A,11-10-2023
25-10-2019,66,KY,68,Kentucky,Category I,11-10-2023
11-04-2020,69,PA,63,Pennsylvania,Category A,11-10-2023
03-04-2021,96,WY,93,Wyoming,Category B,11-10-2023
18-05-2019,13,MI,10,Michigan,Category H,11-10-2023
27-11-2019,53,NY,60,New York,Category H,11-10-2023
26-01-2019,66,LA,74,Louisiana,Category I,11-10-2023
20-03-2019,80,FL,87,Florida,Category I,11-10-2023
07-07-2021,99,OR,93,Oregon,Category G,11-10-2023
02-04-2021,42,CA,34,California,Category C,11-10-2023
03-09-2020,30,OR,29,Oregon,Category H,11-10-2023
21-02-2021,98,VA,108,Virginia,Category H,11-10-2023
15-01-2019,48,MO,58,Missouri,Category D,11-10-2023
02-02-2019,96,AL,106,Alabama,Category B,11-10-2023
03-04-2020,55,VT,48,Vermont,Category D,11-10-2023
09-07-2020,67,WV,59,West Virginia,Category G,11-10-2023
06-08-2021,31,MD,37,Maryland,Category G,11-10-2023
06-12-2020,11,RI,15,Rhode Island,Category D,11-10-2023
28-09-2019,40,AZ,36,Arizona,Category F,11-10-2023
30-05-2021,16,ID,21,Idaho,Category F,11-10-2023
20-07-2021,39,IA,48,Iowa,Category E,11-10-2023
17-04-2019,16,AR,24,Arkansas,Category I,11-10-2023
27-02-2019,23,NE,14,Nebraska,Category F,11-10-2023
30-04-2019,100,PA,101,Pennsylvania,Category D,11-10-2023
28-01-2020,18,UT,11,Utah,Category A,11-10-2023
06-11-2021,62,DE,60,Delaware,Category F,11-10-2023
19-12-2019,89,GA,85,Georgia,Category A,11-10-2023
11-04-2021,62,WI,64,Wisconsin,Category D,11-10-2023
17-08-2020,44,WI,47,Wisconsin,Category E,11-10-2023
04-07-2020,48,FL,42,Florida,Category I,11-10-2023
18-01-2019,3,SD,0,South Dakota,Category I,11-10-2023
13-08-2020,98,NE,103,Nebraska,Category I,11-10-2023
15-07-2021,87,AK,90,Alaska,Category J,11-10-2023
24-12-2020,33,NM,23,New Mexico,Category J,11-10-2023
27-03-2019,11,NE,1,Nebraska,Category J,11-10-2023
10-12-2020,23,WY,19,Wyoming,Category D,11-10-2023
16-09-2019,38,NE,46,Nebraska,Category H,11-10-2023
14-11-2021,42,WY,32,Wyoming,Category I,11-10-2023
10-01-2019,85,OR,85,Oregon,Category H,11-10-2023
17-06-2021,49,MT,40,Montana,Category E,11-10-2023
10-12-2020,76,NH,85,New Hampshire,Category G,11-10-2023
10-03-2020,41,MO,45,Missouri,Category I,11-10-2023
25-12-2020,18,OR,13,Oregon,Category A,11-10-2023
18-03-2019,79,SD,83,South Dakota,Category A,11-10-2023
05-04-2020,23,DE,21,Delaware,Category I,11-10-2023
30-06-2021,56,NC,46,North Carolina,Category G,11-10-2023
16-03-2021,98,WY,95,Wyoming,Category F,11-10-2023
30-08-2020,45,CO,50,Colorado,Category D,11-10-2023
21-05-2020,46,OR,42,Oregon,Category E,11-10-2023
28-01-2019,41,NM,39,New Mexico,Category E,11-10-2023
13-12-2021,83,OR,90,Oregon,Category F,11-10-2023
11-06-2019,24,WI,18,Wisconsin,Category B,11-10-2023
06-07-2021,85,GA,92,Georgia,Category H,11-10-2023
06-01-2020,62,ND,69,North Dakota,Category F,11-10-2023
15-02-2021,54,NH,48,New Hampshire,Category I,11-10-2023
09-02-2021,91,IA,87,Iowa,Category E,11-10-2023
18-10-2019,23,WV,17,West Virginia,Category I,11-10-2023
25-06-2019,70,CT,67,Connecticut,Category D,11-10-2023
10-04-2019,36,NC,35,North Carolina,Category I,11-10-2023
15-05-2020,40,TX,43,Texas,Category D,11-10-2023
30-05-2020,58,NC,66,North Carolina,Category D,11-10-2023
10-02-2019,57,CO,67,Colorado,Category H,11-10-2023
15-07-2021,89,WY,98,Wyoming,Category J,11-10-2023
27-10-2020,85,IL,82,Illinois,Category J,11-10-2023
26-08-2019,57,AL,51,Alabama,Category E,11-10-2023
30-03-2019,100,CA,94,California,Category B,11-10-2023
21-09-2020,37,NE,42,Nebraska,Category D,11-10-2023
25-02-2021,74,RI,73,Rhode Island,Category C,11-10-2023
15-07-2019,24,HI,16,Hawaii,Category E,11-10-2023
27-07-2019,75,ID,75,Idaho,Category A,11-10-2023
22-04-2019,47,WA,57,Washington,Category B,11-10-2023
11-11-2021,44,TN,40,Tennessee,Category J,11-10-2023
21-09-2021,75,OK,65,Oklahoma,Category E,11-10-2023
20-05-2021,90,SD,97,South Dakota,Category C,11-10-2023
19-09-2019,62,AK,65,Alaska,Category D,11-10-2023
20-02-2021,18,NY,24,New York,Category G,11-10-2023
12-09-2020,12,TN,14,Tennessee,Category F,11-10-2023
09-06-2020,23,MD,29,Maryland,Category H,11-10-2023
11-12-2020,75,OR,77,Oregon,Category C,11-10-2023
13-03-2020,63,NV,61,Nevada,Category F,11-10-2023
12-01-2021,35,IN,25,Indiana,Category J,11-10-2023
24-04-2020,57,ID,50,Idaho,Category I,11-10-2023
05-02-2020,71,NE,63,Nebraska,Category E,11-10-2023
28-03-2020,47,WY,40,Wyoming,Category I,11-10-2023
07-05-2019,25,NE,20,Nebraska,Category A,11-10-2023
01-12-2020,80,VA,72,Virginia,Category D,11-10-2023
17-11-2019,52,MO,43,Missouri,Category I,11-10-2023
21-12-2020,93,AK,89,Alaska,Category H,11-10-2023
01-03-2021,74,TN,84,Tennessee,Category D,11-10-2023
19-05-2021,96,HI,86,Hawaii,Category I,11-10-2023
17-01-2021,39,HI,49,Hawaii,Category B,11-10-2023
09-08-2020,41,MN,48,Minnesota,Category E,11-10-2023
09-02-2020,27,NE,18,Nebraska,Category C,11-10-2023
28-08-2019,88,UT,86,Utah,Category F,11-10-2023
18-10-2019,76,SD,71,South Dakota,Category G,11-10-2023
18-11-2020,14,NM,8,New Mexico,Category H,11-10-2023
28-02-2020,71,SC,66,South Carolina,Category C,11-10-2023
06-02-2020,25,IL,17,Illinois,Category B,11-10-2023
05-02-2020,10,KY,5,Kentucky,Category E,11-10-2023
26-04-2021,5,WA,2,Washington,Category B,11-10-2023
01-05-2020,43,MI,50,Michigan,Category B,11-10-2023
17-09-2020,93,WA,86,Washington,Category C,11-10-2023
28-01-2021,38,NM,42,New Mexico,Category A,11-10-2023
04-11-2019,30,PA,26,Pennsylvania,Category B,11-10-2023
25-10-2021,9,NJ,19,New Jersey,Category B,11-10-2023
06-01-2021,100,IL,103,Illinois,Category D,11-10-2023
16-01-2019,97,HI,97,Hawaii,Category I,11-10-2023
27-05-2019,93,SD,90,South Dakota,Category D,11-10-2023
10-02-2021,46,NH,51,New Hampshire,Category C,11-10-2023
24-12-2021,1,VA,0,Virginia,Category J,11-10-2023
24-04-2020,100,IA,108,Iowa,Category C,11-10-2023
19-03-2019,63,ME,65,Maine,Category C,11-10-2023
07-04-2019,80,SD,72,South Dakota,Category J,11-10-2023
23-08-2020,38,MN,48,Minnesota,Category A,11-10-2023
23-01-2019,28,HI,38,Hawaii,Category J,11-10-2023
29-04-2019,95,ND,85,North Dakota,Category J,11-10-2023
20-04-2019,30,AL,23,Alabama,Category E,11-10-2023
19-11-2020,49,UT,51,Utah,Category F,11-10-2023
11-02-2021,47,MO,38,Missouri,Category I,11-10-2023
15-11-2019,24,GA,19,Georgia,Category D,11-10-2023
17-09-2020,37,WI,27,Wisconsin,Category C,11-10-2023
07-05-2020,80,CT,72,Connecticut,Category A,11-10-2023
10-07-2020,90,VA,99,Virginia,Category A,11-10-2023
16-10-2021,4,MN,8,Minnesota,Category C,11-10-2023
29-11-2020,31,CO,37,Colorado,Category B,11-10-2023
05-07-2021,58,MO,65,Missouri,Category E,11-10-2023
08-02-2021,18,AL,20,Alabama,Category A,11-10-2023
14-12-2020,17,IA,27,Iowa,Category D,11-10-2023
26-12-2021,30,MN,33,Minnesota,Category F,11-10-2023
24-10-2019,81,SC,71,South Carolina,Category E,11-10-2023
21-02-2019,79,MT,77,Montana,Category I,11-10-2023
02-06-2020,26,ND,32,North Dakota,Category H,11-10-2023
15-01-2021,82,DE,75,Delaware,Category I,11-10-2023
30-12-2020,26,AR,35,Arkansas,Category J,11-10-2023
15-11-2020,38,WV,43,West Virginia,Category J,11-10-2023
18-11-2020,61,HI,62,Hawaii,Category B,11-10-2023
26-07-2020,4,OH,9,Ohio,Category H,11-10-2023
19-02-2021,24,DE,16,Delaware,Category C,11-10-2023
11-01-2020,75,MD,68,Maryland,Category F,11-10-2023
18-07-2019,99,ME,92,Maine,Category C,11-10-2023
22-12-2021,100,WA,107,Washington,Category H,11-10-2023
03-02-2021,79,CA,77,California,Category F,11-10-2023
18-07-2019,40,TN,47,Tennessee,Category D,11-10-2023
25-04-2021,93,VT,89,Vermont,Category I,11-10-2023
08-03-2021,88,LA,87,Louisiana,Category E,11-10-2023
03-01-2021,55,KY,57,Kentucky,Category F,11-10-2023
10-11-2019,21,IA,13,Iowa,Category F,11-10-2023
18-04-2019,52,CA,59,California,Category C,11-10-2023
16-06-2021,60,ID,65,Idaho,Category H,11-10-2023
29-11-2021,24,NJ,27,New Jersey,Category C,11-10-2023
14-01-2021,4,LA,12,Louisiana,Category A,11-10-2023
04-03-2020,92,AL,83,Alabama,Category G,11-10-2023
08-04-2020,93,ID,84,Idaho,Category J,11-10-2023
22-10-2019,33,IN,34,Indiana,Category E,11-10-2023
21-11-2020,20,TX,23,Texas,Category F,11-10-2023
26-01-2021,42,AZ,41,Arizona,Category E,11-10-2023
27-11-2019,48,AK,39,Alaska,Category H,11-10-2023
24-06-2020,12,NH,12,New Hampshire,Category G,11-10-2023
10-08-2021,11,CO,21,Colorado,Category C,11-10-2023
01-11-2019,83,IA,90,Iowa,Category B,11-10-2023
06-09-2020,25,NE,21,Nebraska,Category F,11-10-2023
04-03-2021,100,ME,97,Maine,Category E,11-10-2023
19-06-2021,100,AZ,103,Arizona,Category H,11-10-2023
22-10-2021,63,IA,58,Iowa,Category D,11-10-2023
10-08-2020,73,IL,76,Illinois,Category C,11-10-2023
30-08-2021,21,OK,27,Oklahoma,Category G,11-10-2023
21-06-2019,82,MO,92,Missouri,Category D,11-10-2023
29-11-2020,44,IL,37,Illinois,Category D,11-10-2023
06-06-2019,7,NH,5,New Hampshire,Category G,11-10-2023
10-10-2019,14,WY,17,Wyoming,Category E,11-10-2023
26-02-2019,88,ND,87,North Dakota,Category J,11-10-2023
04-02-2020,8,KY,12,Kentucky,Category A,11-10-2023
31-08-2020,63,MO,64,Missouri,Category G,11-10-2023
24-11-2019,4,CA,11,California,Category G,11-10-2023
13-04-2021,44,NE,54,Nebraska,Category E,11-10-2023
05-05-2020,75,MS,74,Mississippi,Category H,11-10-2023
26-09-2021,63,PA,64,Pennsylvania,Category G,11-10-2023
13-06-2019,60,KY,58,Kentucky,Category H,11-10-2023
29-01-2020,30,CT,38,Connecticut,Category J,11-10-2023
13-08-2020,1,MA,0,Massachusetts,Category E,11-10-2023
16-12-2021,68,KY,64,Kentucky,Category F,11-10-2023
09-11-2021,77,WY,81,Wyoming,Category E,11-10-2023
03-10-2019,30,MT,36,Montana,Category D,11-10-2023
06-09-2020,99,UT,109,Utah,Category D,11-10-2023
05-03-2019,67,ID,65,Idaho,Category I,11-10-2023
12-09-2019,52,DE,42,Delaware,Category F,11-10-2023
03-08-2019,22,KS,17,Kansas,Category C,11-10-2023
01-02-2021,40,IA,49,Iowa,Category F,11-10-2023
24-05-2019,85,NY,87,New York,Category C,11-10-2023
11-02-2021,33,NE,24,Nebraska,Category B,11-10-2023
08-08-2021,82,CT,82,Connecticut,Category B,11-10-2023
14-11-2020,71,SC,63,South Carolina,Category C,11-10-2023
27-10-2020,17,HI,19,Hawaii,Category C,11-10-2023
25-01-2020,16,MO,6,Missouri,Category B,11-10-2023
25-03-2019,81,NJ,74,New Jersey,Category G,11-10-2023
18-09-2021,75,CO,79,Colorado,Category C,11-10-2023
21-04-2021,13,AZ,16,Arizona,Category C,11-10-2023
29-02-2020,4,WA,8,Washington,Category I,11-10-2023
21-02-2019,34,NV,40,Nevada,Category A,11-10-2023
11-05-2019,13,MA,16,Massachusetts,Category A,11-10-2023
05-05-2021,78,AL,75,Alabama,Category G,11-10-2023
13-11-2019,58,ID,63,Idaho,Category B,11-10-2023
10-10-2021,11,OH,13,Ohio,Category G,11-10-2023
23-07-2020,58,ND,58,North Dakota,Category J,11-10-2023
17-03-2019,94,HI,95,Hawaii,Category C,11-10-2023
16-10-2021,34,WA,43,Washington,Category J,11-10-2023
12-04-2021,27,TX,21,Texas,Category G,11-10-2023
15-06-2020,83,CT,82,Connecticut,Category D,11-10-2023
25-08-2020,44,VA,34,Virginia,Category E,11-10-2023
14-05-2020,49,OK,48,Oklahoma,Category F,11-10-2023
21-04-2019,84,CO,81,Colorado,Category J,11-10-2023
21-01-2019,22,MS,24,Mississippi,Category I,11-10-2023
14-09-2021,22,MO,13,Missouri,Category H,11-10-2023
12-12-2021,34,NM,38,New Mexico,Category G,11-10-2023
18-01-2020,65,HI,58,Hawaii,Category A,11-10-2023
21-08-2019,67,NY,70,New York,Category D,11-10-2023
10-07-2020,38,VT,36,Vermont,Category F,11-10-2023
15-08-2020,50,IA,54,Iowa,Category G,11-10-2023
27-11-2021,11,WY,21,Wyoming,Category I,11-10-2023
18-03-2019,16,CA,16,California,Category B,11-10-2023
23-01-2021,89,AK,98,Alaska,Category B,11-10-2023
13-01-2019,38,AZ,28,Arizona,Category J,11-10-2023
03-08-2020,59,IN,53,Indiana,Category C,11-10-2023
08-05-2021,99,SD,101,South Dakota,Category E,11-10-2023
21-03-2019,5,WY,12,Wyoming,Category E,11-10-2023
11-12-2021,76,ME,75,Maine,Category A,11-10-2023
26-12-2020,10,PA,6,Pennsylvania,Category E,11-10-2023
25-06-2021,84,TX,87,Texas,Category C,11-10-2023
15-06-2019,65,NM,65,New Mexico,Category B,11-10-2023
05-03-2020,77,AZ,81,Arizona,Category J,11-10-2023
30-01-2020,23,CT,20,Connecticut,Category E,11-10-2023
09-02-2021,57,WI,64,Wisconsin,Category C,11-10-2023
08-01-2020,82,RI,87,Rhode Island,Category F,11-10-2023
15-01-2021,97,IA,91,Iowa,Category C,11-10-2023
01-08-2020,70,KY,61,Kentucky,Category E,11-10-2023
17-10-2019,91,CO,88,Colorado,Category F,11-10-2023
28-02-2019,42,VT,32,Vermont,Category I,11-10-2023
06-03-2021,69,NC,70,North Carolina,Category C,11-10-2023
09-07-2021,12,DE,11,Delaware,Category B,11-10-2023
20-10-2021,96,IA,89,Iowa,Category D,11-10-2023
01-02-2020,95,CA,98,California,Category B,11-10-2023
21-01-2021,80,CA,78,California,Category H,11-10-2023
19-04-2021,90,TN,82,Tennessee,Category C,11-10-2023
20-04-2021,17,IA,10,Iowa,Category D,11-10-2023
02-11-2019,64,UT,61,Utah,Category A,11-10-2023
20-04-2020,78,DE,71,Delaware,Category B,11-10-2023
27-07-2020,17,MT,24,Montana,Category E,11-10-2023
21-01-2020,99,CT,96,Connecticut,Category I,11-10-2023
06-08-2019,33,ID,37,Idaho,Category I,11-10-2023
24-09-2021,58,ID,59,Idaho,Category H,11-10-2023
20-02-2020,39,AK,33,Alaska,Category E,11-10-2023
01-04-2020,53,FL,58,Florida,Category G,11-10-2023
05-02-2019,28,KS,37,Kansas,Category H,11-10-2023
10-03-2021,69,CA,74,California,Category C,11-10-2023
09-06-2021,92,KS,95,Kansas,Category H,11-10-2023
05-12-2021,25,NC,15,North Carolina,Category J,11-10-2023
30-11-2021,89,SD,80,South Dakota,Category G,11-10-2023
10-06-2021,35,ND,29,North Dakota,Category E,11-10-2023
14-01-2020,67,TX,61,Texas,Category B,11-10-2023
23-06-2019,45,CA,40,California,Category J,11-10-2023
17-08-2019,75,KS,74,Kansas,Category C,11-10-2023
